transaction_id,customer_id,transaction_date,amount,category
156,25,2024-05-19,57.2,Electronics
157,25,2024-11-15,82.55,Electronics
158,25,2024-12-23,96.99,Electronics
159,26,2024-11-23,48.13,Books & Media
160,26,2024-08-21,63.07,Electronics
161,27,2024-08-13,70.04,Clothing
162,27,2024-04-20,96.92,Home & Garden
163,27,2024-10-23,85.65,Electronics
164,27,2024-06-25,81.36,Electronics
165,27,2024-01-07,117.4,Electronics
166,28,2024-09-07,41.95,Clothing
167,28,2024-03-25,27.75,Electronics
168,29,2024-11-17,58.45,Home & Garden
169,29,2024-12-22,58.63,Clothing
170,30,2024-12-07,81.93,Sports & Outdoors
171,30,2024-06-24,140.59,Electronics
172,30,2024-09-11,88.9,Electronics
173,30,2024-07-01,31.14,Clothing
174,30,2024-02-27,66.97,Books & Media
175,30,2024-07-01,33.62,Electronics
176,30,2024-10-13,72.08,Home & Garden
177,30,2024-04-09,32.3,Electronics
178,30,2024-08-20,59.08,Electronics
179,30,2024-12-06,43.5,Sports & Outdoors
180,30,2024-07-04,89.22,Electronics
181,30,2024-11-14,80.01,Electronics
182,31,2024-08-27,87.27,Clothing
183,31,2024-04-26,77.49,Electronics
184,31,2024-03-07,46.54,Home & Garden
185,31,2024-04-08,92.32,Sports & Outdoors
186,31,2024-05-20,126.13,Books & Media
187,31,2024-06-08,89.82,Clothing
188,32,2024-03-22,69.78,Home & Garden
189,32,2024-08-20,45.73,Home & Garden
190,32,2024-07-10,58.21,Home & Garden
191,33,2024-09-26,90.87,Electronics
192,33,2024-10-05,105.75,Home & Garden
193,33,2024-01-01,86.26,Home & Garden
194,34,2024-03-18,99.2,Electronics
195,34,2024-10-14,96.98,Home & Garden
196,34,2024-09-01,92.16,Electronics
197,34,2024-03-21,64.2,Books & Media
198,34,2024-03-03,84.17,Clothing
199,34,2024-05-22,59.64,Clothing
200,34,2024-05-05,80.42,Home & Garden
201,34,2024-11-25,87.94,Home & Garden
202,34,2024-10-18,120.29,Clothing
203,34,2024-01-20,48.57,Electronics
204,35,2024-02-08,91.56,Sports & Outdoors
205,35,2024-11-13,115.55,Books & Media
206,35,2024-11-15,98.21,Clothing
207,35,2024-08-25,99.99,Books & Media
208,35,2024-02-28,94.1,Clothing
209,35,2024-08-16,111.16,Sports & Outdoors
210,36,2024-04-11,53.9,Electronics
211,36,2024-01-08,46.74,Sports & Outdoors
212,36,2024-10-09,79.85,Clothing
213,37,2024-08-10,28.13,Sports & Outdoors
214,37,2024-11-05,109.54,Electronics
215,37,2024-02-04,109.3,Clothing
216,38,2024-03-27,69.6,Books & Media
217,38,2024-05-23,71.1,Electronics
218,38,2024-04-23,78.26,Books & Media
219,39,2024-08-15,60.94,Clothing
220,40,2024-08-04,83.05,Clothing
221,40,2024-06-27,93.4,Clothing
222,40,2024-09-05,75.86,Clothing
223,40,2024-12-15,102.64,Clothing
224,40,2024-01-03,90.7,Home & Garden
225,40,2024-10-21,65.43,Sports & Outdoors
226,40,2024-06-04,112.04,Clothing
227,40,2024-05-31,47.4,Home & Garden
228,40,2024-08-12,77.79,Electronics
229,40,2024-05-07,103.21,Clothing
230,40,2024-11-14,62.65,Electronics
231,41,2024-03-06,87.43,Clothing
232,41,2024-09-13,93.04,Clothing
233,41,2024-06-22,59.35,Electronics
234,41,2024-03-04,78.26,Electronics
235,41,2024-12-19,76.24,Electronics
236,41,2024-06-06,66.76,Sports & Outdoors
237,41,2024-04-25,135.24,Home & Garden
238,41,2024-05-18,61.69,Sports & Outdoors
239,41,2024-06-14,104.12,Books & Media
240,42,2024-12-18,30.88,Electronics
241,42,2024-07-24,23.59,Electronics
242,42,2024-09-06,36.08,Sports & Outdoors
243,42,2024-05-13,41.82,Home & Garden
244,42,2024-05-31,44.67,Home & Garden
245,42,2024-04-13,51.4,Sports & Outdoors
246,42,2024-05-26,65.93,Electronics
247,43,2024-07-12,37.63,Clothing
248,43,2024-01-18,28.04,Clothing
249,43,2024-12-13,39.76,Home & Garden
250,43,2024-12-21,32.2,Clothing
251,43,2024-09-18,44.72,Home & Garden
252,43,2024-12-22,21.38,Sports & Outdoors
253,43,2024-07-03,59.87,Clothing
254,43,2024-08-16,43.99,Electronics
255,44,2024-02-14,29.69,Electronics
256,45,2024-08-22,62.98,Home & Garden
257,45,2024-08-07,99.59,Electronics
258,45,2024-02-16,108.23,Clothing
259,45,2024-11-15,49.47,Electronics
260,45,2024-10-23,97.11,Clothing
261,45,2024-11-08,33.26,Sports & Outdoors
262,45,2024-04-20,77.86,Clothing
263,45,2024-01-27,106.69,Electronics
264,45,2024-03-22,66.76,Electronics
265,46,2024-02-26,19.18,Clothing
266,46,2024-05-16,36.54,Clothing
267,46,2024-12-09,28.65,Home & Garden
268,47,2024-05-12,95.11,Books & Media
269,47,2024-08-12,58.75,Clothing
270,47,2024-05-18,61.46,Clothing
271,47,2024-05-29,31.5,Electronics
272,47,2024-11-17,84.08,Home & Garden
273,48,2024-06-25,33.31,Electronics
274,48,2024-09-17,22.52,Sports & Outdoors
275,48,2024-07-10,37.03,Clothing
276,48,2024-10-23,45.78,Electronics
277,48,2024-08-09,32.74,Sports & Outdoors
278,49,2024-01-26,162.07,Sports & Outdoors
279,49,2024-04-22,162.3,Home & Garden
280,49,2024-03-22,95.81,Clothing
281,49,2024-04-16,242.55,Books & Media
282,49,2024-09-11,128.81,Electronics
283,49,2024-07-05,179.53,Clothing
284,49,2024-09-04,184.61,Books & Media
285,49,2024-02-07,143.72,Electronics
286,49,2024-05-07,177.31,Electronics
287,49,2024-10-09,161.06,Sports & Outdoors
288,49,2024-08-22,86.21,Home & Garden
289,49,2024-10-21,135.05,Clothing
290,50,2024-02-28,48.97,Clothing
291,50,2024-03-13,51.69,Home & Garden
292,50,2024-04-02,36.53,Clothing
293,50,2024-07-17,80.28,Clothing
294,50,2024-01-04,88.84,Home & Garden
295,51,2024-01-01,77.6,Sports & Outdoors
296,51,2024-06-19,82.87,Books & Media
297,51,2024-10-02,53.8,Electronics
298,51,2024-11-30,48.55,Home & Garden
299,51,2024-12-23,45.99,Books & Media
300,51,2024-01-16,71.59,Electronics
301,52,2024-02-07,85.45,Sports & Outdoors
302,52,2024-05-05,78.15,Sports & Outdoors
303,52,2024-07-26,111.08,Clothing
304,52,2024-04-06,89.72,Electronics
305,52,2024-09-20,59.87,Clothing
306,52,2024-10-01,63.66,Electronics
307,52,2024-12-13,96.37,Home & Garden
308,53,2024-08-13,78.75,Sports & Outdoors
309,53,2024-01-15,69.93,Home & Garden
310,53,2024-01-23,94.14,Clothing
311,53,2024-01-13,89.43,Clothing
312,54,2024-02-20,39.63,Sports & Outdoors
313,54,2024-05-02,26.19,Electronics
314,54,2024-08-15,21.25,Electronics
315,54,2024-01-27,30.93,Sports & Outdoors
316,54,2024-10-29,42.91,Electronics
317,55,2024-06-07,123.84,Sports & Outdoors
318,55,2024-05-25,90.02,Electronics
319,55,2024-10-13,108.05,Clothing
320,55,2024-12-04,74.11,Home & Garden
321,55,2024-07-14,94.95,Electronics
322,55,2024-12-25,99.76,Clothing
323,55,2024-04-05,32.49,Sports & Outdoors
324,55,2024-07-02,70.08,Sports & Outdoors
325,55,2024-12-28,102.79,Clothing
326,55,2024-06-03,86.59,Sports & Outdoors
327,56,2024-06-15,22.44,Electronics
328,56,2024-07-10,9.48,Sports & Outdoors
329,56,2024-08-11,31.16,Clothing
330,56,2024-09-25,34.25,Electronics
331,56,2024-10-03,25.72,Home & Garden
332,56,2024-06-06,36.5,Electronics
333,56,2024-03-28,40.32,Clothing
334,57,2024-04-29,96.1,Home & Garden
335,57,2024-05-08,23.46,Electronics
336,57,2024-11-05,48.46,Clothing
337,57,2024-08-28,72.69,Electronics
338,57,2024-04-16,93.73,Home & Garden
339,57,2024-12-17,91.74,Home & Garden
340,57,2024-02-12,91.32,Home & Garden
341,57,2024-03-10,70.8,Electronics
342,58,2024-10-22,135.26,Sports & Outdoors
343,58,2024-09-25,117.23,Sports & Outdoors
344,58,2024-03-22,184.57,Electronics
345,58,2024-10-15,108.58,Sports & Outdoors
346,58,2024-01-08,188.25,Clothing
347,58,2024-03-03,159.35,Electronics
348,58,2024-03-11,147.97,Home & Garden
349,58,2024-01-04,120.45,Electronics
350,58,2024-05-19,89.0,Books & Media
351,58,2024-05-12,120.86,Books & Media
352,58,2024-06-28,135.15,Clothing
353,58,2024-09-04,43.39,Electronics
354,58,2024-12-07,141.12,Electronics
355,58,2024-08-25,191.6,Home & Garden
356,58,2024-07-13,175.52,Clothing
357,59,2024-06-10,68.09,Clothing
358,59,2024-10-28,81.13,Sports & Outdoors
359,59,2024-10-22,66.65,Electronics
360,59,2024-02-20,83.57,Clothing
361,59,2024-06-07,116.96,Clothing
362,59,2024-11-30,103.24,Clothing
363,59,2024-12-07,92.5,Books & Media
364,60,2024-07-09,51.13,Sports & Outdoors
365,60,2024-08-09,73.5,Clothing
366,60,2024-05-08,29.64,Clothing
367,60,2024-07-20,55.46,Electronics
368,61,2024-03-05,41.13,Electronics
369,61,2024-12-09,42.77,Home & Garden
370,61,2024-06-24,42.03,Sports & Outdoors
371,61,2024-03-12,38.1,Home & Garden
372,62,2024-06-17,56.48,Sports & Outdoors
373,62,2024-04-04,69.68,Electronics
374,62,2024-07-05,42.85,Electronics
375,63,2024-11-15,59.73,Clothing
376,63,2024-09-10,81.48,Clothing
377,63,2024-10-30,84.16,Home & Garden
378,63,2024-09-06,36.19,Books & Media
379,63,2024-08-27,90.92,Clothing
380,63,2024-05-21,98.55,Electronics
381,63,2024-01-03,78.15,Clothing
382,63,2024-12-17,136.99,Home & Garden
383,63,2024-07-04,63.61,Home & Garden
384,63,2024-07-31,71.33,Sports & Outdoors
385,63,2024-03-28,70.52,Home & Garden
386,63,2024-10-01,78.17,Clothing
387,64,2024-04-28,54.08,Home & Garden
388,64,2024-08-09,34.68,Sports & Outdoors
389,64,2024-05-21,50.16,Electronics
390,64,2024-07-13,58.24,Sports & Outdoors
391,64,2024-03-12,82.11,Clothing
392,64,2024-08-09,99.64,Electronics
393,65,2024-05-05,84.04,Electronics
394,66,2024-05-11,115.11,Electronics
395,66,2024-04-09,118.69,Electronics
396,66,2024-12-22,142.83,Electronics
397,66,2024-10-17,230.31,Sports & Outdoors
398,66,2024-05-02,142.56,Electronics
399,66,2024-01-11,90.26,Sports & Outdoors
400,66,2024-02-25,127.45,Books & Media
401,66,2024-09-17,184.07,Electronics
402,66,2024-01-11,181.05,Clothing
403,66,2024-05-08,140.99,Clothing
404,67,2024-06-24,96.4,Clothing
405,67,2024-06-12,25.44,Clothing
406,67,2024-12-22,82.49,Electronics
407,67,2024-03-19,100.66,Home & Garden
408,67,2024-02-23,60.01,Clothing
409,67,2024-05-21,59.93,Electronics
410,67,2024-11-07,35.21,Clothing
411,67,2024-05-09,118.16,Clothing
412,68,2024-09-24,47.04,Electronics
413,68,2024-02-07,64.34,Books & Media
414,68,2024-10-19,70.87,Sports & Outdoors
415,68,2024-04-12,87.22,Home & Garden
416,68,2024-08-21,57.23,Home & Garden
417,68,2024-02-15,50.29,Home & Garden
418,69,2024-06-27,84.15,Books & Media
419,69,2024-08-05,110.82,Books & Media
420,69,2024-08-09,75.92,Books & Media
421,69,2024-05-06,57.08,Home & Garden
422,69,2024-04-14,43.02,Sports & Outdoors
423,69,2024-10-04,50.69,Home & Garden
424,69,2024-10-21,100.75,Clothing
425,69,2024-10-02,72.31,Clothing
426,70,2024-02-04,65.42,Clothing
427,70,2024-09-30,62.82,Books & Media
428,70,2024-06-16,82.04,Books & Media
429,70,2024-07-17,74.25,Books & Media
430,70,2024-12-20,73.44,Electronics
431,70,2024-11-10,112.38,Home & Garden
432,70,2024-02-26,116.91,Sports & Outdoors
433,71,2024-03-07,41.36,Electronics
434,71,2024-08-05,87.86,Books & Media
435,71,2024-06-05,61.36,Home & Garden
436,71,2024-08-03,74.04,Home & Garden
437,71,2024-03-27,87.42,Home & Garden
438,71,2024-07-20,74.89,Sports & Outdoors
439,71,2024-12-16,85.53,Books & Media
440,71,2024-05-25,96.15,Electronics
441,71,2024-09-25,87.07,Sports & Outdoors
442,72,2024-09-05,64.48,Books & Media
443,72,2024-08-22,64.9,Electronics
444,72,2024-09-03,45.45,Home & Garden
445,72,2024-11-06,59.51,Sports & Outdoors
446,73,2024-02-16,127.09,Sports & Outdoors
447,73,2024-01-03,60.99,Electronics
448,73,2024-09-10,51.36,Sports & Outdoors
449,74,2024-01-30,65.76,Home & Garden
450,74,2024-11-13,58.01,Clothing
451,74,2024-12-12,56.48,Sports & Outdoors
452,74,2024-01-05,85.36,Electronics
453,74,2024-12-04,69.88,Clothing
454,75,2024-03-06,29.44,Electronics
455,75,2024-07-06,30.54,Home & Garden
456,76,2024-01-22,67.94,Home & Garden
457,76,2024-06-29,100.99,Home & Garden
458,76,2024-07-14,72.6,Electronics
459,76,2024-06-05,36.96,Sports & Outdoors
460,76,2024-05-18,78.84,Clothing
461,76,2024-04-03,43.11,Electronics
462,76,2024-02-18,132.42,Clothing
463,76,2024-08-05,56.82,Clothing
464,76,2024-11-19,76.12,Sports & Outdoors
465,76,2024-11-04,86.2,Electronics
466,76,2024-12-13,73.07,Clothing
467,76,2024-09-24,73.04,Electronics
468,77,2024-03-08,39.43,Clothing
469,77,2024-06-14,51.03,Electronics
470,77,2024-10-02,43.06,Electronics
471,78,2024-01-08,115.48,Electronics
472,78,2024-11-25,54.88,Clothing
473,78,2024-06-09,87.62,Books & Media
474,78,2024-10-31,83.73,Sports & Outdoors
475,78,2024-05-25,88.43,Electronics
476,78,2024-05-20,113.03,Sports & Outdoors
477,78,2024-02-01,74.7,Electronics
478,79,2024-09-27,30.74,Electronics
479,79,2024-06-26,40.61,Electronics
480,79,2024-05-23,16.33,Clothing
481,79,2024-11-03,32.51,Electronics
482,80,2024-04-04,76.78,Clothing
483,80,2024-10-26,57.91,Home & Garden
484,80,2024-10-16,105.37,Home & Garden
485,80,2024-08-26,54.51,Electronics
486,80,2024-05-15,76.74,Electronics
487,80,2024-06-03,87.04,Books & Media
488,81,2024-02-14,112.48,Electronics
489,81,2024-11-13,79.75,Electronics
490,81,2024-09-04,102.47,Electronics
491,81,2024-10-12,96.81,Electronics
492,81,2024-12-12,82.96,Clothing
493,81,2024-12-19,53.85,Electronics
494,82,2024-09-07,34.18,Clothing
495,82,2024-11-25,61.92,Electronics
496,83,2024-06-30,125.58,Clothing
497,83,2024-08-13,191.37,Clothing
498,83,2024-08-12,183.56,Electronics
499,83,2024-07-01,141.69,Clothing
500,83,2024-04-25,97.9,Clothing
501,83,2024-06-07,172.98,Home & Garden
502,83,2024-02-24,104.19,Electronics
503,83,2024-02-19,115.87,Electronics
504,83,2024-07-18,105.93,Clothing
505,83,2024-02-24,143.77,Clothing
506,83,2024-12-15,202.66,Electronics
507,83,2024-04-21,149.77,Sports & Outdoors
508,83,2024-10-22,130.06,Home & Garden
509,83,2024-03-06,81.35,Home & Garden
510,83,2024-04-01,174.85,Clothing
511,83,2024-01-27,114.88,Sports & Outdoors
512,83,2024-02-05,155.29,Clothing
513,83,2024-11-24,134.06,Electronics
514,83,2024-05-10,187.72,Sports & Outdoors
515,83,2024-04-23,142.92,Home & Garden
516,83,2024-10-18,147.35,Electronics
517,84,2024-08-29,40.1,Home & Garden
518,84,2024-10-03,57.12,Books & Media
519,84,2024-11-25,44.33,Sports & Outdoors
520,85,2024-04-02,34.07,Sports & Outdoors
521,85,2024-08-16,35.03,Clothing
522,85,2024-04-20,29.49,Home & Garden
523,85,2024-10-16,25.03,Electronics
524,85,2024-03-08,29.2,Home & Garden
525,85,2024-11-05,26.89,Sports & Outdoors
526,86,2024-08-18,179.4,Books & Media
527,86,2024-12-18,101.8,Home & Garden
528,86,2024-03-16,209.99,Books & Media
529,86,2024-06-26,183.84,Home & Garden
530,86,2024-10-17,150.92,Home & Garden
531,86,2024-07-04,150.01,Clothing
532,86,2024-12-07,124.92,Books & Media
533,86,2024-05-27,162.15,Sports & Outdoors
534,86,2024-02-13,198.96,Sports & Outdoors
535,86,2024-02-15,118.36,Clothing
536,86,2024-12-10,81.0,Electronics
537,86,2024-03-31,181.64,Electronics
538,86,2024-12-27,164.6,Clothing
539,86,2024-11-30,99.59,Home & Garden
540,86,2024-06-15,117.0,Home & Garden
541,87,2024-01-02,25.98,Home & Garden
542,87,2024-05-08,27.39,Electronics
543,88,2024-04-20,31.6,Clothing
544,88,2024-05-28,32.2,Electronics
545,88,2024-03-23,28.17,Home & Garden
546,88,2024-10-15,27.04,Sports & Outdoors
547,89,2024-10-28,55.88,Electronics
548,89,2024-03-16,63.02,Electronics
549,89,2024-12-28,54.31,Electronics
550,89,2024-01-29,80.86,Clothing
551,90,2024-03-25,69.15,Books & Media
552,90,2024-08-14,31.36,Clothing
553,91,2024-05-02,92.57,Clothing
554,91,2024-08-24,94.53,Clothing
555,91,2024-11-17,69.57,Clothing
556,91,2024-08-16,44.12,Books & Media
557,91,2024-06-12,80.19,Home & Garden
558,91,2024-02-24,79.81,Electronics
559,91,2024-04-21,53.08,Electronics
560,91,2024-07-09,45.17,Electronics
561,91,2024-01-08,77.9,Electronics
562,91,2024-01-23,74.41,Sports & Outdoors
563,91,2024-12-06,69.99,Clothing
564,92,2024-06-24,78.0,Clothing
565,92,2024-08-05,53.53,Home & Garden
566,92,2024-08-31,69.56,Books & Media
567,92,2024-06-18,92.8,Electronics
568,92,2024-07-08,71.6,Home & Garden
569,93,2024-09-02,29.9,Electronics
570,94,2024-06-07,30.04,Books & Media
571,94,2024-11-30,23.76,Electronics
572,94,2024-05-28,37.8,Electronics
573,94,2024-08-03,38.35,Home & Garden
574,94,2024-04-22,17.58,Electronics
575,94,2024-05-26,42.97,Sports & Outdoors
576,94,2024-06-30,23.32,Home & Garden
577,95,2024-09-27,117.42,Electronics
578,95,2024-02-03,78.83,Clothing
579,95,2024-07-29,50.09,Home & Garden
580,95,2024-06-19,52.59,Electronics
581,95,2024-06-09,88.35,Clothing
582,95,2024-06-09,70.61,Books & Media
583,95,2024-02-04,77.68,Sports & Outdoors
584,95,2024-09-20,118.71,Clothing
585,95,2024-09-12,63.22,Clothing
586,96,2024-07-16,61.08,Clothing
587,96,2024-10-16,85.56,Clothing
588,96,2024-10-23,64.87,Clothing
589,96,2024-07-29,31.08,Electronics
590,96,2024-11-23,69.1,Books & Media
591,96,2024-04-27,39.07,Home & Garden
592,97,2024-06-10,49.77,Electronics
593,97,2024-10-18,26.36,Sports & Outdoors
594,97,2024-05-19,66.18,Clothing
595,97,2024-11-22,50.41,Electronics
596,97,2024-01-05,26.64,Home & Garden
597,98,2024-03-06,80.48,Clothing
598,98,2024-05-15,98.09,Clothing
599,98,2024-09-02,98.81,Books & Media
600,98,2024-11-20,90.62,Clothing
601,98,2024-04-11,110.05,Clothing
602,99,2024-04-27,57.79,Clothing
603,99,2024-07-30,53.4,Electronics
604,100,2024-05-25,31.36,Electronics
605,100,2024-08-07,44.01,Clothing
606,101,2024-04-04,66.57,Home & Garden
607,102,2024-01-24,163.11,Clothing
608,102,2024-04-22,185.79,Sports & Outdoors
609,102,2024-03-20,57.7,Electronics
610,102,2024-10-13,163.95,Electronics
611,102,2024-01-09,159.84,Home & Garden
612,102,2024-04-12,225.1,Clothing
613,102,2024-03-17,81.21,Clothing
614,102,2024-12-09,220.07,Electronics
615,102,2024-03-19,153.39,Electronics
616,102,2024-11-22,172.0,Clothing
617,102,2024-02-14,225.42,Home & Garden
618,102,2024-12-10,175.23,Home & Garden
619,102,2024-06-05,168.02,Home & Garden
620,102,2024-03-09,160.9,Home & Garden
621,102,2024-01-14,128.24,Clothing
622,102,2024-08-09,148.72,Home & Garden
623,102,2024-12-07,117.8,Home & Garden
624,102,2024-06-17,147.99,Electronics
625,102,2024-01-28,44.88,Books & Media
626,102,2024-08-27,169.31,Clothing
627,102,2024-04-18,144.52,Home & Garden
628,102,2024-12-02,134.87,Electronics
629,102,2024-09-12,159.89,Clothing
630,103,2024-01-26,85.49,Books & Media
631,103,2024-08-12,236.82,Clothing
632,103,2024-06-08,145.38,Clothing
633,103,2024-08-08,143.44,Books & Media
634,103,2024-07-12,106.56,Home & Garden
635,103,2024-12-18,151.08,Home & Garden
636,103,2024-08-08,212.41,Books & Media
637,103,2024-01-03,196.62,Home & Garden
638,104,2024-11-20,100.51,Clothing
639,104,2024-09-22,93.11,Clothing
640,104,2024-03-22,71.39,Sports & Outdoors
641,104,2024-07-01,45.2,Books & Media
642,104,2024-01-09,75.18,Clothing
643,104,2024-06-20,74.34,Home & Garden
644,104,2024-06-20,105.17,Sports & Outdoors
645,104,2024-08-06,87.43,Electronics
646,104,2024-09-01,118.7,Sports & Outdoors
647,104,2024-07-12,108.74,Clothing
648,104,2024-03-15,69.04,Electronics
649,104,2024-03-14,36.92,Clothing
650,105,2024-09-06,113.25,Electronics
651,105,2024-06-04,112.63,Home & Garden
652,105,2024-07-30,47.21,Books & Media
653,105,2024-11-06,116.22,Home & Garden
654,105,2024-08-30,89.17,Books & Media
655,106,2024-12-15,62.89,Electronics
656,106,2024-03-31,89.07,Electronics
657,106,2024-12-10,84.2,Home & Garden
